"Name (SKU)","Supplier","Location","Drop Level","Total Inventory","Packed Inventory","Prelisted","Bulk Inventory","Ordered Inventory","Last Orders","SA BOMs","Popularity","Lead Time","Weeks On Hand","Case Qty","Discontinued","Core Status","Purchase Coverage Goal","Packed Coverage Goal","Buffer Settings","Carton/Sticker","Carton/Sticker Inventory","Recommended","W34 (8/16)","W35 (8/23)","W36 (8/30)","W37 (9/6)","W38 (9/13)","W39 (9/20)","W40 (9/27)","W41 (10/4)","W42 (10/11)","W43 (10/18)","W44 (10/25)","W45 (11/1)","W46 (11/8)","W47 (11/15)","W48 (11/22)","W49 (11/29)","W50 (12/6)","W51 (12/13)","W52 (12/20)","W1 (12/27)","W2 (1/3)","W3 (1/10)","W4 (1/17)","W5 (1/24)","W6 (1/31)","W7 (2/7)","W8 (2/14)","W9 (2/21)","W10 (2/28)","W11 (3/7)","W12 (3/14)","W13 (3/21)","W14 (3/28)","W15 (4/4)","W16 (4/11)","W17 (4/18)","W18 (4/25)","W19 (5/2)","W20 (5/9)","W21 (5/16)","W22 (5/23)","W23 (5/30)","W24 (6/6)","W25 (6/13)","W26 (6/20)","W27 (6/27)","W28 (7/4)","W29 (7/11)","W30 (7/18)","W31 (7/25)","W32 (8/1)","W33 (8/8)","W34 (8/15)","W35 (8/22)","W36 (8/29)","W37 (9/5)","W38 (9/12)","W39 (9/19)","W40 (9/26)","W41 (10/3)"
"Mazzarosa Vere novo Montepulciano d’Abruzzo DOC ( SA-14-198-A )","Wine","WCC","1","0","0","-","0","-","-","SA-14-198-A 1.0","-","4 w","4 w","—","SA-14-198-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Acumen Napa Cabernet Sauvignon ( SA-14-199-A )","Wine","WCC","1","0","0","-","0","-","-","SA-14-199-A 1.0","-","4 w","4 w","—","SA-14-199-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hoopes Napa Cabernet Sauvignon ( SA-14-200-A )","Wine","WCC","1","0","0","-","0","-","-","SA-14-200-A 1.0","-","4 w","4 w","—","SA-14-200-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Stag’s Leap Petite Sirah ( SA-14-201-A )","Wine","WCC","1","1","1","-","1","-","-","SA-14-201-A 1.0","-","4 w","4 w","—","SA-14-201-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Frank Family Napa Cabernet Sauvignon ( SA-14-202-A )","Wine","WCC","1","5","3","-","3","-","-","SA-14-202-A 1.0","Deluxe Wine :  15.4 %","4 w","4 w","—","SA-14-202-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","1","1","1","1","1","1","1","1","1","2","1","2","1","1","2","2","10","23","81","58","20","23","7","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"DAOU Discovery Rose ( SA-14-203-A )","Wine","WCC","2","2","2","-","2","-","-","SA-14-203-A 1.0","-","4 w","4 w","—","SA-14-203-A :   Yes","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Banyan Gewurtraminer ( SA-14-204-A )","Wine","WCC","4","70","37","-","37","-","-","SA-14-204-A 1.0","Medium Wine :  1.2 %","4 w","4 w","—","SA-14-204-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","1","0","0","0","0","0","1","1","1","1","1","1","1","1","3","7","19","16","4","5","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Camp Chardonnay ( SA-14-205-A )","Wine","WCC","12","134","73","-","73","-","-","SA-14-205-A 1.0","Medium Wine :  1.1 %","4 w","4 w","—","SA-14-205-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","1","0","0","0","0","0","1","1","1","0","0","1","1","1","3","7","17","15","4","5","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Folk Machine Chenin Blanc ( SA-14-206-A )","Wine","WCC","2","144","73","-","73","-","-","SA-14-206-A 1.0","Medium Wine :  1.8 %","4 w","4 w","—","SA-14-206-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","1","1","1","1","1","1","2","1","1","1","1","1","1","1","5","12","30","25","7","8","3","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jeanne d’Arc Skin Contact White Wine ( SA-14-207-A )","Wine","WCC","4","70","37","-","37","-","-","SA-14-207-A 1.0","Large Wine :  1.8 %","4 w","4 w","—","SA-14-207-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","1","0","0","1","1","1","1","1","1","1","1","1","1","6","11","27","20","6","6","3","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Folk Machine Pinot Noir Vecino Vineyard ( SA-14-208-A )","Wine","WCC","3","203","103","-","103","-","-","SA-14-208-A 1.0","Large Wine :  5.7 %","4 w","4 w","—","SA-14-208-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","1","1","2","1","1","2","2","4","3","2","2","2","3","4","3","19","35","82","64","20","20","10","6","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ghostwriter Chardonnay ( SA-14-209-A )","Wine","WCC","8","72","40","-","40","-","-","SA-14-209-A 1.0","Large Wine :  2.0 %","4 w","4 w","—","SA-14-209-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","1","0","0","1","1","1","1","1","1","1","1","1","1","7","12","29","22","7","7","4","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ghostwriter Pinot Noir Santa Cruz County ( SA-14-210-A )","Wine","WCC","4","86","45","-","45","-","-","SA-14-210-A 1.0","-","4 w","4 w","—","SA-14-210-A :   Yes","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ghostwriter Pinot Noir, Amaya Ridge ( SA-14-211-A )","Wine","WCC","2","94","48","-","48","-","-","SA-14-211-A 1.0","X-Large Wine :  9.9 %","4 w","4 w","—","SA-14-211-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","1","1","1","1","1","2","3","2","2","1","2","1","2","3","2","16","31","75","51","16","18","7","5","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ghostwriter Cabernet, Black Ridge ( SA-14-212-A )","Wine","WCC","3","37","20","-","20","-","-","SA-14-212-A 1.0","Deluxe Wine :  6.5 %","4 w","4 w","—","SA-14-212-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","4","10","34","25","8","10","3","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Roettgerding Rottgen ( SA-14-213-A )","Wine","WCC","2","0","1","-","1","-","-","SA-14-213-A 1.0","-","4 w","4 w","—","SA-14-213-A :   Yes","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Domaine de la Damase Grenache ( SA-14-214-A )","Wine","WCC","4","108","56","-","56","-","-","SA-14-214-A 1.0","Medium Wine :  2.9 %","4 w","4 w","—","SA-14-214-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","1","2","1","1","1","1","1","3","2","2","1","1","1","2","2","8","19","47","40","11","13","5","4","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The Big Pink Rose ( SA-14-215-A )","Wine","WCC","2","0","1","-","1","-","-","SA-14-215-A 1.0","-","4 w","4 w","—","SA-14-215-A :   Yes","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"A Terre de Rai Prosecco Brut ( SA-14-217-A )","Wine","WCC","4","0","2","-","2","-","-","SA-14-217-A 1.0","-","4 w","4 w","—","SA-14-217-A :   Yes","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mother Vine Rose ( SA-14-218-A )","Wine","WCC","2","0","0","-","0","-","-","SA-14-218-A 1.0","-","4 w","4 w","—","SA-14-218-A :   Yes","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Red Car Rose of Pinot Noir ( SA-14-219-A )","Wine","WCC","1","1","1","-","1","-","-","SA-14-219-A 1.0","-","4 w","4 w","—","SA-14-219-A :   Yes","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cricket Farms Brut Sparkling Rose ( SA-14-220-A )","Wine","WCC","1","0","0","-","0","-","-","SA-14-220-A 1.0","-","4 w","4 w","—","SA-14-220-A :   Yes","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cricket Farms Brut Sparkling White Wine ( SA-14-221-A )","Wine","WCC","2","2","2","-","2","-","-","SA-14-221-A 1.0","-","4 w","4 w","—","SA-14-221-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Clay Shannon Rose ( SA-14-222-A )","Wine","WCC","1","0","0","-","0","-","-","SA-14-222-A 1.0","-","4 w","4 w","—","SA-14-222-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Delille Chaleur Blanc ( SA-14-223-A )","Wine","WCC","4","0","0","-","0","-","-","SA-14-223-A 1.0","-","4 w","4 w","—","SA-14-223-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brick Barn Albarino ( SA-14-224-A )","Wine","WCC","2","2","2","-","2","-","-","SA-14-224-A 1.0","-","4 w","4 w","—","SA-14-224-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brick Barn Blanc de Blanc ( SA-14-225-A )","Wine","WCC","12","12","12","-","12","-","-","SA-14-225-A 1.0","X-Large Wine :  2.4 %","4 w","4 w","—","SA-14-225-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","1","1","1","0","0","0","1","1","1","4","8","18","12","4","4","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Domaine Vincent Wengier Chablis ( SA-14-226-A )","Wine","WCC","2","4","3","-","3","-","-","SA-14-226-A 1.0","-","4 w","4 w","—","SA-14-226-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Red CarMohrhardt Ridge Chardonnay, Fort Ross-Seaview ( SA-14-227-A )","Wine","WCC","1","0","0","-","0","-","-","SA-14-227-A 1.0","-","4 w","4 w","—","SA-14-227-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Grand Napa Spring Mountain District Sauvignon Blanc Ultra Luxury ( SA-14-228-A )","Wine","WCC","1","1","1","-","1","-","-","SA-14-228-A 1.0","-","4 w","4 w","—","SA-14-228-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MV Louis Roederer Collection 244 ( SA-14-229-A )","Wine","WCC","2","0","0","-","0","-","-","SA-14-229-A 1.0","-","4 w","4 w","—","SA-14-229-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Les Hauts de Milly Chablis 1er Cru Cote de Lechet Vieille Vigne ( SA-14-230-A )","Wine","WCC","2","0","0","-","0","-","-","SA-14-230-A 1.0","-","4 w","4 w","—","SA-14-230-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Azur Proprietary Red ( SA-14-232-A )","Wine","WCC","1","45","23","-","23","-","-","SA-14-232-A 1.0","Grand Wine :  5.6 %","4 w","4 w","—","SA-14-232-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","2","4","16","16","4","5","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"William Fevre Fourchaume Chablis Premier Cru ( SA-14-233-A )","Wine","WCC","1","1","1","-","1","-","-","SA-14-233-A 1.0","-","4 w","4 w","—","SA-14-233-A :   Yes","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Grand Napa Blanc de Noir ( SA-14-234-A )","Wine","WCC","3","85","44","-","44","-","-","SA-14-234-A 1.0","Deluxe Wine :  2.9 %","4 w","4 w","—","SA-14-234-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","4","16","11","4","4","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Heir Apparent Proprietary Napa Red Blend ( SA-14-235-A )","Wine","WCC","2","0","1","-","1","-","-","SA-14-235-A 1.0","-","4 w","4 w","—","SA-14-235-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Grand Napa Sparkling Rose ( SA-14-236-A )","Wine","WCC","3","0","0","-","0","-","-","SA-14-236-A 1.0","-","4 w","4 w","—","SA-14-236-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Maximin Grunhaus Abtsberg Riesling Trocken Grosses Gewächs ( SA-14-237-A )","Wine","WCC","2","48","25","-","25","-","-","SA-14-237-A 1.0","Grand Wine :  4.9 %","4 w","4 w","—","SA-14-237-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","2","4","14","14","3","4","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Domaine de La Garenne Macon Aze ’19 ( SA-14-238-A )","Wine","WCC","4","0","0","-","0","-","-","SA-14-238-A 1.0","-","4 w","4 w","—","SA-14-238-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Le Renard Bourgogne Chardonnay ( SA-14-239-A )","Wine","WCC","6","6","6","-","6","-","-","SA-14-239-A 1.0","-","4 w","4 w","—","SA-14-239-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Machherndl Pulp Fiction White ( SA-14-240-A )","Wine","WCC","4","96","50","-","50","-","-","SA-14-240-A 1.0","-","4 w","4 w","—","SA-14-240-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alheit Cartology Chenin Blanc ( SA-14-241-A )","Wine","WCC","1","0","0","-","0","-","-","SA-14-241-A 1.0","-","4 w","4 w","—","SA-14-241-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gusbourne Brut Reserve 2019 ( SA-14-242-A )","Wine","WCC","4","60","32","-","32","-","-","SA-14-242-A 1.0","Deluxe Wine :  9.4 %","4 w","4 w","—","SA-14-242-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","1","0","0","0","1","0","1","1","1","1","1","1","1","1","1","6","14","50","36","12","14","5","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"La Ferme du Mont Chateauneuf-du-Pape Blanc ( SA-14-243-A )","Wine","WCC","1","0","0","-","0","-","-","SA-14-243-A 1.0","-","4 w","4 w","—","SA-14-243-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gusbourne Blanc de Noirs 2018 ( SA-14-244-A )","Wine","WCC","3","0","0","-","0","-","-","SA-14-244-A 1.0","-","4 w","4 w","—","SA-14-244-A :   Yes","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pierre Mayeul 2018 Volnay ( SA-14-245-A )","Wine","WCC","2","6","4","-","4","-","-","SA-14-245-A 1.0","-","4 w","4 w","—","SA-14-245-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chateau de Pommard Clos Marey-Monge “Micault” 2019 ( SA-14-246-A )","Wine","WCC","2","0","0","-","0","-","-","SA-14-246-A 1.0","-","4 w","4 w","—","SA-14-246-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cross Springs Zinfandel ( SA-14-247-A )","Wine","WCC","4","0","0","-","0","-","-","SA-14-247-A 1.0","-","4 w","4 w","—","SA-14-247-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2020 Bouchaine Estate Chardonnay ( SA-14-248-A )","Wine","WCC","3","3","3","-","3","-","-","SA-14-248-A 1.0","-","4 w","4 w","—","SA-14-248-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2020 Bouchaine Unoaked Chardonnay ( SA-14-249-A )","Wine","WCC","4","2","3","-","3","-","-","SA-14-249-A 1.0","-","4 w","4 w","—","SA-14-249-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2017 Le Vigne Estate Red Rhone Blend ( SA-14-250-A )","Wine","WCC","1","0","0","-","0","-","-","SA-14-250-A 1.0","-","4 w","4 w","—","SA-14-250-A :   Yes","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2022 Brick Barn Rose of Grenache ( SA-14-251-A )","Wine","WCC","2","2","2","-","2","-","-","SA-14-251-A 1.0","-","4 w","4 w","—","SA-14-251-A :   Yes","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2022 Domaine Malleron Clos du Roy Sancerre ( SA-14-252-A )","Wine","WCC","1","0","0","-","0","-","-","SA-14-252-A 1.0","-","4 w","4 w","—","SA-14-252-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2017 Stroppiana “Cesare” Barolo DOCG ( SA-14-253-A )","Wine","WCC","1","3","2","-","2","-","-","SA-14-253-A 1.0","-","4 w","4 w","—","SA-14-253-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
