"Name (SKU)","Supplier","Location","Drop Level","Total Inventory","Packed Inventory","Prelisted","Bulk Inventory","Ordered Inventory","Last Orders","SA BOMs","Popularity","Lead Time","Weeks On Hand","Case Qty","Discontinued","Core Status","Purchase Coverage Goal","Packed Coverage Goal","Buffer Settings","Carton/Sticker","Carton/Sticker Inventory","Recommended","W34 (8/16)","W35 (8/23)","W36 (8/30)","W37 (9/6)","W38 (9/13)","W39 (9/20)","W40 (9/27)","W41 (10/4)","W42 (10/11)","W43 (10/18)","W44 (10/25)","W45 (11/1)","W46 (11/8)","W47 (11/15)","W48 (11/22)","W49 (11/29)","W50 (12/6)","W51 (12/13)","W52 (12/20)","W1 (12/27)","W2 (1/3)","W3 (1/10)","W4 (1/17)","W5 (1/24)","W6 (1/31)","W7 (2/7)","W8 (2/14)","W9 (2/21)","W10 (2/28)","W11 (3/7)","W12 (3/14)","W13 (3/21)","W14 (3/28)","W15 (4/4)","W16 (4/11)","W17 (4/18)","W18 (4/25)","W19 (5/2)","W20 (5/9)","W21 (5/16)","W22 (5/23)","W23 (5/30)","W24 (6/6)","W25 (6/13)","W26 (6/20)","W27 (6/27)","W28 (7/4)","W29 (7/11)","W30 (7/18)","W31 (7/25)","W32 (8/1)","W33 (8/8)","W34 (8/15)","W35 (8/22)","W36 (8/29)","W37 (9/5)","W38 (9/12)","W39 (9/19)","W40 (9/26)","W41 (10/3)"
"Berry Score Individual (merged) ( RM-45-021-A ) , ( RM-45-021-E )","Brownie Points","Taylor Englewood","50","2,443","1,485","-","0","1,008","P02154 8/5/26","SA-45-021-A 1.0 SA-45-021-E 1.0","Bakery & Cafe @TY :  2.4 % Bakery & Cafe @EW :  2.0 % Custom Mug & Treats :  1.4 %","6 w","4 w","—","Active","Core","OK 2443  /   2,028 8 w  goal","OK 1435  /   404 2 w  packed","50.0 % Week  49 - 53","C-B45-REG-25-021-XXX","4,628","305","162","242","195","211","207","232","285","494","385","285","327","269","307","462","372","1391","2774","4097","2793","745","895","419","302","297","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Minty Cookies and Cream Individual (merged) ( RM-45-022-A ) , ( RM-45-022-E )","Brownie Points","Taylor Englewood","45","2,188","1,033","-","0","1,200","P02154 8/5/26","SA-45-022-A 1.0 SA-45-022-E 1.0","Bakery & Cafe @TY :  2.2 % Dog S-Wag :  0.0 % Bakery & Cafe @EW :  2.4 % Custom Mug & Treats :  1.4 %","6 w","4 w","—","Active","Core","OK 2188  /   1,906 8 w  goal","OK 988  /   379 2 w  packed","50.0 % Week  49 - 53","C-B45-REG-25-022-XXX","2,630","411","152","227","183","198","195","218","268","465","362","268","308","253","289","434","350","1308","2610","3855","2628","701","842","394","284","280","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Iced Buttercream Individual (merged) ( RM-03-042-A ) , ( RM-03-042-E )","C. Kreugers","Taylor Englewood","50","1,442","1,492","-","0","-","-","SA-03-042-A 1.0 SA-03-042-E 1.0","Bakery & Cafe @TY :  2.2 % Bakery & Cafe @EW :  1.7 % Custom Mug & Treats :  1.3 %","5 w","4 w","—","Active","Core","Short 1442  /   2,173 9 w  goal","OK 1442  /   364 2 w  packed","0 % Week  49 - 53","C-C03-REG-22-042-XXX","10,200","732","146","218","175","190","186","209","257","445","347","257","295","243","277","416","336","836","1667","2462","1678","671","806","378","273","268","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Iced Sunshine Lime Individual (merged) ( RM-03-045-A ) , ( RM-03-045-E )","C. Kreugers","Taylor Englewood","175","1,533","1,708","-","0","-","-","SA-03-045-A 1.0 SA-03-045-E 1.0","Bakery & Cafe @TY :  1.8 % Custom Mug & Treats :  0.4 %","5 w","4 w","—","Active","Core","—","—","0 % Week  49 - 53","C-C03-REG-22-045-XXX","4,950","227","115","171","138","150","147","165","203","350","274","202","233","192","218","329","265","659","1311","1935","1319","527","633","298","214","210","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Iced Peanut Butter with Fudge Individual (merged) ( RM-03-047-A ) , ( RM-03-047-E )","C. Kreugers","Taylor Englewood","50","2,197","1,797","-","0","450","P02130 7/26/26","SA-03-047-A 1.0 SA-03-047-E 1.0","Bakery & Cafe @TY :  2.8 % Bakery & Cafe @EW :  2.5 % Custom Mug & Treats :  2.4 %","5 w","4 w","—","Active","Core","OK 2197  /   1,438 6 w  goal","OK 1747  /   466 2 w  packed","0 % Week  49 - 53","C-C03-REG-22-047-XXX","1,514","582","187","279","224","243","238","267","328","570","444","328","377","310","354","532","429","1069","2132","3149","2147","859","1031","483","349","344","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Iced Apple Pie Individual (merged) ( RM-03-050-A ) , ( RM-03-050-E )","C. Kreugers","Taylor Englewood","50","1,636","1,236","-","0","450","P02130 7/26/26","SA-03-050-A 1.0 SA-03-050-E 1.0","Bakery & Cafe @TY :  1.8 % Bakery & Cafe @EW :  1.5 % Custom Mug & Treats :  1.5 %","5 w","4 w","—","Active","Core","OK 1636  /   916 6 w  goal","OK 1186  /   296 2 w  packed","0 % Week  49 - 53","C-C03-REG-22-050-XXX","3,689","182","119","177","143","155","152","170","209","363","283","209","240","198","225","339","273","681","1357","2004","1366","546","656","308","222","219","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Iced Maple Butter Pecan Individual (merged) ( RM-03-051-A ) , ( RM-03-051-E )","C. Kreugers","Taylor Englewood","50","1,689","1,289","-","0","450","P02130 7/26/26","SA-03-051-A 1.0 SA-03-051-E 1.0","Bakery & Cafe @TY :  2.6 % Bakery & Cafe @EW :  1.8 % Custom Mug & Treats :  1.2 %","5 w","4 w","—","Active","Core","OK 1689  /   1,349 6 w  goal","OK 1239  /   436 2 w  packed","0 % Week  49 - 53","C-C03-REG-22-051-XXX","1,309","919","175","261","210","228","224","251","308","534","417","308","354","292","332","500","403","1003","1999","2952","2013","805","967","453","327","321","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Iced Strawberry Individual (merged) ( RM-03-055-A ) , ( RM-03-055-E )","C. Kreugers","Taylor Englewood","50","1,560","1,160","-","0","450","P02130 7/26/26","SA-03-055-A 1.0 SA-03-055-E 1.0","Bakery & Cafe @TY :  2.2 % Bakery & Cafe @EW :  2.0 % Custom Mug & Treats :  1.8 %","5 w","4 w","—","Active","Core","OK 1560  /   1,129 6 w  goal","OK 1110  /   366 2 w  packed","0 % Week  49 - 53","C-C03-REG-22-055-XXX","10,773","694","147","219","176","191","187","209","258","447","349","258","296","244","278","418","337","840","1675","2473","1686","674","810","380","274","270","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Iced Birthday Cake Individual (merged) ( RM-03-056-A ) , ( RM-03-056-E )","C. Kreugers","Taylor Englewood","50","1,888","1,038","-","0","900","P02130 7/26/26","SA-03-056-A 1.0 SA-03-056-E 1.0","Bakery & Cafe @TY :  3.0 % Dog S-Wag :  0.2 % Bakery & Cafe @EW :  3.0 % Custom Mug & Treats :  1.8 %","5 w","4 w","—","Active","Core","OK 1888  /   1,578 6 w  goal","OK 988  /   511 2 w  packed","0 % Week  49 - 53","C-C03-REG-22-056-XXX","1,853","1163","205","306","246","266","262","293","360","625","487","360","414","341","388","584","471","1172","2338","3453","2354","942","1131","530","382","376","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Iced Caramel Cheesecake Individual (merged) ( RM-03-057-A ) , ( RM-03-057-E )","C. Kreugers","Taylor Englewood","50","2,742","1,892","-","0","900","P02130 7/26/26","SA-03-057-A 1.0 SA-03-057-E 1.0","Bakery & Cafe @TY :  3.9 % Bakery & Cafe @EW :  3.4 % Custom Mug & Treats :  3.3 %","5 w","4 w","—","Active","Core","OK 2742  /   2,037 6 w  goal","OK 1842  /   659 2 w  packed","0 % Week  49 - 53","C-C03-REG-22-057-XXX","1,477","1196","264","395","318","344","338","378","465","807","629","465","535","440","501","754","608","1515","3021","4461","3041","1216","1461","685","494","487","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Iced Cinnamon Bun Individual (merged) ( RM-03-058-A ) , ( RM-03-058-E )","C. Kreugers","Taylor Englewood","50","1,660","1,260","-","0","450","P02130 7/26/26","SA-03-058-A 1.0 SA-03-058-E 1.0","Bakery & Cafe @TY :  1.8 % Bakery & Cafe @EW :  1.5 % Custom Mug & Treats :  1.4 %","5 w","4 w","—","Active","Core","OK 1660  /   954 6 w  goal","OK 1210  /   309 2 w  packed","0 % Week  49 - 53","C-C03-REG-22-058-XXX","8,123","240","124","185","149","161","158","177","218","378","295","218","250","206","235","353","285","710","1415","2090","1425","570","685","321","231","228","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Iced Red Velvet Individual (merged) ( RM-03-061-A ) , ( RM-03-061-E )","C. Kreugers","Taylor Englewood","50","2,601","1,751","-","0","900","P02130 7/26/26","SA-03-061-A 1.0 SA-03-061-E 1.0","Bakery & Cafe @TY :  4.1 % Bakery & Cafe @EW :  3.9 % Custom Mug & Treats :  2.4 %","5 w","4 w","—","Active","Core","OK 2601  /   2,146 6 w  goal","OK 1701  /   695 2 w  packed","0 % Week  49 - 53","C-C03-REG-22-061-XXX","1,388","1547","279","416","335","362","356","398","490","850","663","490","563","463","528","794","640","1596","3182","4700","3204","1281","1539","721","520","511","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gluten Free Chocolate Chip Individual (merged) ( RM-03-070-A ) , ( RM-03-070-E )","C. Kreugers","Taylor Englewood","35","480","335","-","0","180","P02130 7/26/26","SA-03-070-A 1.0 SA-03-070-E 1.0","Bakery & Cafe @TY :  0.8 % Bakery & Cafe @EW :  0.8 % Custom Mug & Treats :  1.9 %","5 w","4 w","—","Active","Core","OK 480  /   418 6 w  goal","OK 300  /   135 2 w  packed","0 % Week  49 - 53","C-C03-REG-22-070-XXX","919","371","54","81","65","71","69","78","95","166","129","95","110","90","103","155","125","311","621","917","625","250","300","141","101","102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gluten Free Peanut Butter Individual (merged) ( RM-03-071-A ) , ( RM-03-071-E )","C. Kreugers","Taylor Englewood","45","451","256","-","0","240","P02130 7/26/26","SA-03-071-A 1.0 SA-03-071-E 1.0","Bakery & Cafe @TY :  0.5 % Bakery & Cafe @EW :  0.8 %","5 w","4 w","—","Active","Core","OK 451  /   262 6 w  goal","OK 211  /   85 2 w  packed","0 % Week  49 - 53","C-C03-REG-22-071-XXX","3,782","117","34","51","41","44","44","48","60","104","81","60","69","56","64","97","78","195","389","575","392","157","189","88","64","62","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gluten Free White Chocolate Cherry Oatmeal Individual (merged) ( RM-03-073-A ) , ( RM-03-073-E )","C. Kreugers","Taylor Englewood","30","487","397","-","0","120","P02130 7/26/26","SA-03-073-A 1.0 SA-03-073-E 1.0","Bakery & Cafe @TY :  0.7 % Bakery & Cafe @EW :  0.7 % Custom Mug & Treats :  1.1 %","5 w","4 w","—","Active","Core","OK 487  /   345 6 w  goal","OK 367  /   112 2 w  packed","0 % Week  49 - 53","C-CXX-REG-22-XXX-XXX","15,860","278","45","67","54","58","57","64","79","137","107","79","91","75","85","128","103","257","513","758","517","207","248","116","84","83","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cranberry Apricot Oat Individual (merged) ( RM-03-100-A ) , ( RM-03-100-E )","C. Kreugers","Taylor Englewood","50","1,190","808","-","0","432","P02130 7/26/26 P02110 7/7/26","SA-03-100-A 1.0 SA-03-100-E 1.0","Bakery & Cafe @TY :  1.9 % Bakery & Cafe @EW :  1.5 % Custom Mug & Treats :  2.5 %","5 w","4 w","—","Active","Core","OK 1190  /   626 4 w  goal","OK 758  /   312 2 w  packed","0 % Week  49 - 53","C-C03-REG-25-100-XXX","1,875","677","125","187","151","163","160","179","221","383","298","221","253","209","238","358","288","718","1432","2115","1442","577","693","325","234","232","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Butterscotch Chip Individual (merged) ( RM-03-101-A ) , ( RM-03-101-E )","C. Kreugers","Taylor Englewood","50","824","550","-","0","324","P02130 7/26/26","SA-03-101-A 1.0 SA-03-101-E 1.0","Bakery & Cafe @TY :  1.3 % Bakery & Cafe @EW :  1.5 % Custom Mug & Treats :  1.1 %","5 w","4 w","—","Active","Core","OK 824  /   672 6 w  goal","OK 500  /   217 2 w  packed","0 % Week  49 - 53","C-C03-REG-25-101-XXX","6,711","476","87","130","105","113","112","125","153","267","208","153","176","145","165","248","200","500","997","1473","1004","402","483","226","163","161","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chocolate Triple Chip Individual (merged) ( RM-03-025-A ) , ( RM-03-025-E )","D'vine","Taylor Englewood","50","11,396","2,566","-","0","8,880","P02153 8/5/26","SA-03-025-A 1.0 SA-03-025-E 1.0","Bakery & Cafe @TY :  7.6 % Dog S-Wag :  0.0 % Bakery & Cafe @EW :  7.7 % Custom Mug & Treats :  7.3 %","7 w","6 w","—","Active","Core","OK 11396  /   7,694 9 w  goal","OK 2516  /   1,288 2 w  packed","50.0 % Week  49 - 53","C-C03-REG-22-025-XXX","13,631","394","517","771","621","672","660","738","909","1577","1229","909","1044","859","979","1472","1187","4439","8855","13078","8915","2377","2856","1338","965","952","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sugar Individual (merged) ( RM-03-027-A ) , ( RM-03-027-E )","D'vine","Taylor Englewood","50","4,748","1,838","-","0","2,960","P02153 8/5/26","SA-03-027-A 1.0 SA-03-027-E 1.0","Bakery & Cafe @TY :  2.1 % Bakery & Cafe @EW :  1.8 % Custom Mug & Treats :  2.3 %","7 w","6 w","—","Active","Core","OK 4748  /   2,095 9 w  goal","OK 1788  /   351 2 w  packed","50.0 % Week  49 - 53","C-C03-REG-22-027-XXX","301","145","141","210","169","183","180","201","247","429","335","247","284","234","267","401","323","1209","2410","3559","2426","647","777","364","263","260","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Peanut Butter Individual (merged) ( RM-03-033-A ) , ( RM-03-033-E )","D'vine","Taylor Englewood","50","5,360","2,450","-","0","2,960","P02153 8/5/26","SA-03-033-A 1.0 SA-03-033-E 1.0","Bakery & Cafe @TY :  3.3 % Bakery & Cafe @EW :  3.2 % Custom Mug & Treats :  2.6 %","7 w","6 w","—","Active","Core","OK 5360  /   3,332 9 w  goal","OK 2400  /   558 2 w  packed","50.0 % Week  49 - 53","C-C03-REG-22-033-XXX","890","0","224","334","269","291","286","320","393","683","532","393","452","372","424","637","514","1922","3833","5661","3859","1029","1236","579","418","411","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Stuffed Churro Individual (merged) ( RM-03-093-A ) , ( RM-03-093-E )","D'vine","Taylor Englewood","50","6,770","2,020","-","0","4,800","P02153 8/5/26","SA-03-093-A 1.0 SA-03-093-E 1.0","Bakery & Cafe @TY :  3.8 % Bakery & Cafe @EW :  4.5 % Custom Mug & Treats :  1.9 %","7 w","6 w","—","Active","Core","OK 6770  /   3,954 9 w  goal","OK 1970  /   662 2 w  packed","50.0 % Week  49 - 53","C-C03-REG-25-093-XXX","17,411","414","265","397","319","345","339","379","467","811","632","467","536","441","503","755","610","2280","4550","6720","4581","1222","1468","687","496","487","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cedar & Tobacco Individual ( RM-16-010-A )","Calyan","Englewood","1","383","28","-","356","-","-","SA-16-010-A 1.0","Gourmet Goods & Spa :  2.6 %","6 w","4 w","—","SA-16-010-A :   No","Core","OK 383  /   365 10 w  goal","Short 27  /   55 2 w  packed","50.0 % Week  49 - 53","-","-","0","23","32","27","28","28","32","38","66","53","38","43","35","42","67","53","198","396","587","383","105","125","59","41","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lavender + Bergamot Room Spray Individual ( RM-16-086-A )","Calyan","—","7","0","4","-","0","-","-","FG-48-014-A 1.0 FG-48-015-A 1.0 SA-16-086-A 1.0 SA-48-069-A 1.0","-","6 w","4 w","—","2  Disc 2  Active","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Evergreen + Eucalyptus Room Spray Individual ( RM-16-087-A )","Calyan","Englewood","8","0","-1","-","0","-","-","FG-48-010-A 1.0 FG-48-011-A 1.0 FG-48-012-A 1.0 SA-16-087-A 1.0","-","6 w","4 w","—","1  Disc 3  Active","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Seaside + Citrus Room Spray Individual ( RM-16-088-A )","Calyan","—","1","0","1","-","0","-","-","SA-16-088-A 1.0","-","6 w","4 w","—","SA-16-088-A :   Yes","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aspen + Fog Room Spray Individual ( RM-16-089-A )","Calyan","Englewood","6","0","5","-","-91","-","-","FG-48-024-A 1.0 SA-16-089-A 1.0 SA-48-081-A 1.0","-","6 w","4 w","—","2  Disc 1  Active","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lemon + Sage Room Spray Individual ( RM-16-092-A )","Calyan","Englewood","7","0","5","-","-106","-","-","FG-48-005-A 1.0 FG-48-006-A 1.0 SA-16-092-A 1.0 SA-48-057-A 1.0","-","6 w","4 w","—","2  Disc 2  Active","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rose + Peony Room Spray Individual ( RM-16-093-A )","Calyan","—","1","351","352","-","0","-","-","SA-16-093-A 1.0","-","6 w","4 w","—","SA-16-093-A :   No","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lavender + Bergamot Candle Individual ( RM-16-094-A )","Calyan","Englewood","8","444","36","-","156","260","P02156 8/5/26 P02125 7/21/26","FG-48-002-A 1.0 FG-48-003-A 1.0 SA-16-094-A 1.0 SA-48-053-A 1.0","Gourmet Goods & Spa :  4.9 %","6 w","4 w","—","4  Active","Core","OK 444  /   319 6 w  goal","Short 28  /   103 2 w  packed","50.0 % Week  49 - 53","-","-","239","43","59","50","53","53","60","70","124","99","71","80","66","79","126","98","370","740","1098","716","196","234","110","76","60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Evergreen + Eucalyptus Candle Individual ( RM-16-095-A )","Calyan","Englewood","12","543","5","50","210","340","P02156 8/5/26","","Gourmet Goods & Spa :  5.6 %","6 w","4 w","—","5  Active","Core","Short 543  /   587 8 w  goal","Short 0  /   118 2 w  packed","50.0 % Week  49 - 53","-","-","239","50","68","58","60","60","68","81","142","114","82","92","76","91","145","113","424","848","1258","820","225","268","125","87","69","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rose + Peony Candle Individual ( RM-16-096-A )","Calyan","—","5","0","5","-","0","-","-","SA-16-096-A 1.0","-","6 w","4 w","—","SA-16-096-A :   Yes","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mahogany + Cashmere Candle Individual ( RM-16-097-A )","Calyan","Englewood","1","631","10","-","462","160","P02156 8/5/26 P02125 7/21/26","SA-16-097-A 1.0","Gourmet Goods & Spa :  6.8 %","6 w","4 w","—","SA-16-097-A :   No","Core","OK 631  /   444 6 w  goal","Short 9  /   144 2 w  packed","50.0 % Week  49 - 53","-","-","320","60","83","70","73","73","83","98","172","138","99","112","92","111","176","137","516","1031","1530","997","273","326","153","106","84","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Oakmoss + Amber Candle Individual ( RM-16-098-A )","Calyan","Englewood","2","282","42","-","72","170","P02156 8/5/26 P02125 7/21/26","SA-16-098-A 1.0","Gourmet Goods & Spa :  2.9 %","6 w","4 w","—","SA-16-098-A :   No","Core","OK 282  /   191 6 w  goal","Short 40  /   62 2 w  packed","50.0 % Week  49 - 53","-","-","127","26","36","30","32","32","36","42","74","60","43","48","40","48","76","59","222","444","659","429","118","140","66","46","36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
