"Name (SKU)","Supplier","Location","Drop Level","Total Inventory","Packed Inventory","Prelisted","Bulk Inventory","Ordered Inventory","Last Orders","SA BOMs","Popularity","Lead Time","Weeks On Hand","Case Qty","Discontinued","Core Status","Purchase Coverage Goal","Packed Coverage Goal","Buffer Settings","Carton/Sticker","Carton/Sticker Inventory","Recommended","W34 (8/16)","W35 (8/23)","W36 (8/30)","W37 (9/6)","W38 (9/13)","W39 (9/20)","W40 (9/27)","W41 (10/4)","W42 (10/11)","W43 (10/18)","W44 (10/25)","W45 (11/1)","W46 (11/8)","W47 (11/15)","W48 (11/22)","W49 (11/29)","W50 (12/6)","W51 (12/13)","W52 (12/20)","W1 (12/27)","W2 (1/3)","W3 (1/10)","W4 (1/17)","W5 (1/24)","W6 (1/31)","W7 (2/7)","W8 (2/14)","W9 (2/21)","W10 (2/28)","W11 (3/7)","W12 (3/14)","W13 (3/21)","W14 (3/28)","W15 (4/4)","W16 (4/11)","W17 (4/18)","W18 (4/25)","W19 (5/2)","W20 (5/9)","W21 (5/16)","W22 (5/23)","W23 (5/30)","W24 (6/6)","W25 (6/13)","W26 (6/20)","W27 (6/27)","W28 (7/4)","W29 (7/11)","W30 (7/18)","W31 (7/25)","W32 (8/1)","W33 (8/8)","W34 (8/15)","W35 (8/22)","W36 (8/29)","W37 (9/5)","W38 (9/12)","W39 (9/19)","W40 (9/26)","W41 (10/3)"
"Maior de Mendoza Oceanico Selección ( SA-14-010-A )","Wine","—","0","0","0","-","0","-","-","SA-14-010-A 1.0","-","4 w","4 w","—","SA-14-010-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mascorrubi Aixart 2020 ( SA-14-011-A )","Wine","—","0","0","0","-","0","-","-","SA-14-011-A 1.0","-","4 w","4 w","—","SA-14-011-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Josep Foraster Els Nanos Negre ( SA-14-012-A )","Wine","—","0","0","0","-","0","-","-","SA-14-012-A 1.0","-","4 w","4 w","—","SA-14-012-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Enológico Wamba Lyna 2016 ( SA-14-013-A )","Wine","—","0","0","0","-","0","-","-","SA-14-013-A 1.0","-","4 w","4 w","—","SA-14-013-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"De Andres Sisters Binario Crianza 2018 ( SA-14-014-A )","Wine","—","0","0","0","-","0","-","-","SA-14-014-A 1.0","-","4 w","4 w","—","SA-14-014-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tinedo Max ( SA-14-015-A )","Wine","—","0","0","0","-","0","-","-","SA-14-015-A 1.0","-","4 w","4 w","—","SA-14-015-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Julien Mus Bon Ju Rouge ( SA-14-016-A )","Wine","—","0","0","0","-","0","-","-","SA-14-016-A 1.0","-","4 w","4 w","—","SA-14-016-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Julien Mus Bon Ju Rosé ( SA-14-017-A )","Wine","—","0","0","0","-","0","-","-","SA-14-017-A 1.0","-","4 w","4 w","—","SA-14-017-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Julien Mus Bon Ju Blanc ( SA-14-018-A )","Wine","—","0","0","0","-","0","-","-","SA-14-018-A 1.0","-","4 w","4 w","—","SA-14-018-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Domaine Dumas Beaujolais Villages ( SA-14-019-A )","Wine","—","0","0","0","-","0","-","-","SA-14-019-A 1.0","-","4 w","4 w","—","SA-14-019-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Domaine d'Escausses Vigne Blanche ( SA-14-020-A )","Wine","—","0","0","0","-","0","-","-","SA-14-020-A 1.0","-","4 w","4 w","—","SA-14-020-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Placido Volpone Rosantica ( SA-14-021-A )","Wine","—","0","0","0","-","0","-","-","SA-14-021-A 1.0","-","4 w","4 w","—","SA-14-021-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Placido Volpone Puglia IGP Rosso ""Il rosso e il nero ( SA-14-022-A )","Wine","—","0","0","0","-","0","-","-","SA-14-022-A 1.0","-","4 w","4 w","—","SA-14-022-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Domaine D'Escausses, AOP Gaillac Rouge des drilles ( SA-14-023-A )","Wine","—","0","0","0","-","0","-","-","SA-14-023-A 1.0","-","4 w","4 w","—","SA-14-023-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Domaine Lorieux St-Nicolas de Bourgueil ( SA-14-024-A )","Wine","—","0","0","0","-","0","-","-","SA-14-024-A 1.0","-","4 w","4 w","—","SA-14-024-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Château du Donjon Minervois grande tradition ( SA-14-025-A )","Wine","—","0","0","0","-","0","-","-","SA-14-025-A 1.0","-","4 w","4 w","—","SA-14-025-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"La Garganta del Aguila ( SA-14-026-A )","Wine","—","0","0","0","-","0","-","-","SA-14-026-A 1.0","-","4 w","4 w","—","SA-14-026-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tandem Ars In Vitro 2018 ( SA-14-027-A )","Wine","—","0","0","0","-","0","-","-","SA-14-027-A 1.0","-","4 w","4 w","—","SA-14-027-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tandem Ars Nova 2015 ( SA-14-028-A )","Wine","—","0","0","0","-","0","-","-","SA-14-028-A 1.0","-","4 w","4 w","—","SA-14-028-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tolo do Xisto 2017 ( SA-14-029-A )","Wine","—","0","0","0","-","0","-","-","SA-14-029-A 1.0","-","4 w","4 w","—","SA-14-029-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Volats Priorat 2018 ( SA-14-030-A )","Wine","—","0","0","0","-","0","-","-","SA-14-030-A 1.0","-","4 w","4 w","—","SA-14-030-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Teulera Blanc 2022 ( SA-14-031-A )","Wine","—","0","0","0","-","0","-","-","SA-14-031-A 1.0","-","4 w","4 w","—","SA-14-031-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"l'India Blanc 2019 ( SA-14-032-A )","Wine","—","0","0","0","-","0","-","-","SA-14-032-A 1.0","-","4 w","4 w","—","SA-14-032-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L'India Negre 2018 ( SA-14-033-A )","Wine","—","0","0","0","-","0","-","-","SA-14-033-A 1.0","-","4 w","4 w","—","SA-14-033-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Meldor Rioja 2019 ( SA-14-034-A )","Wine","—","0","0","0","-","0","-","-","SA-14-034-A 1.0","-","4 w","4 w","—","SA-14-034-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bodega Tandem Casual Blanco ( SA-14-035-A )","Wine","—","0","0","0","-","0","-","-","SA-14-035-A 1.0","-","4 w","4 w","—","SA-14-035-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lagar de Brais ( SA-14-036-A )","Wine","—","0","0","0","-","0","-","-","SA-14-036-A 1.0","-","4 w","4 w","—","SA-14-036-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"La Spia Valtellina ( SA-14-037-A )","Wine","—","0","0","0","-","0","-","-","SA-14-037-A 1.0","-","4 w","4 w","—","SA-14-037-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Domaine d'Escausses Gamay ""Les Bons Vivants"" ( SA-14-038-A )","Wine","—","0","0","0","-","0","-","-","SA-14-038-A 1.0","-","4 w","4 w","—","SA-14-038-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Domaine Reine Juliette Gewurztraminer ( SA-14-039-A )","Wine","—","0","0","0","-","0","-","-","SA-14-039-A 1.0","-","4 w","4 w","—","SA-14-039-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pier Paolo Grasso Langhe Nebbiolo ""Riva"" ( SA-14-040-A )","Wine","—","0","0","0","-","0","-","-","SA-14-040-A 1.0","-","4 w","4 w","—","SA-14-040-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Terre de Malbec ( SA-14-041-A )","Wine","—","0","0","0","-","0","-","-","SA-14-041-A 1.0","-","4 w","4 w","—","SA-14-041-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Smoking Loon Pinot Grigio ( SA-14-042-A )","Wine","WCC","0","2","1","-","1","-","-","SA-14-042-A 1.0","-","4 w","4 w","—","SA-14-042-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Garden Row Sauvignon Blanc ( SA-14-043-A )","Wine","—","0","0","0","-","0","-","-","SA-14-043-A 1.0","-","4 w","4 w","—","SA-14-043-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Custard Califonia Chardonnay ( SA-14-044-A )","Wine","WCC","0","4","2","-","2","-","-","SA-14-044-A 1.0","-","4 w","4 w","—","SA-14-044-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The Path Moscato ( SA-14-045-A )","Wine","WCC","0","4","2","-","2","-","-","SA-14-045-A 1.0","Medium Wine :  0.6 %","4 w","4 w","—","SA-14-045-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","4","9","8","2","3","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Simple Life 2021 Rosé ( SA-14-046-A )","Wine","WCC","0","0","0","-","0","-","-","SA-14-046-A 1.0","-","4 w","4 w","—","SA-14-046-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The Path Pink Moscato ( SA-14-047-A )","Wine","WCC","0","2","1","-","1","-","-","SA-14-047-A 1.0","-","4 w","4 w","—","SA-14-047-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Momentus Chardonnay 2019 ( SA-14-048-A )","Wine","WCC","0","4","2","-","2","-","-","SA-14-048-A 1.0","-","4 w","4 w","—","SA-14-048-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"La Giana Pinot Grigio ( SA-14-049-A )","Wine","—","0","0","0","-","0","-","-","SA-14-049-A 1.0","-","4 w","4 w","—","SA-14-049-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kir Yianni Sparkling Rosé ( SA-14-050-A )","Wine","—","0","0","0","-","0","-","-","SA-14-050-A 1.0","-","4 w","4 w","—","SA-14-050-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Domaine Skouras 'Zoe' White Greek Blend ( SA-14-051-A )","Wine","—","0","0","0","-","0","-","-","SA-14-051-A 1.0","-","4 w","4 w","—","SA-14-051-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Izzie Isadora North Coast Pinot ( SA-14-052-A )","Wine","WCC","0","0","0","-","0","-","-","SA-14-052-A 1.0","-","4 w","4 w","—","SA-14-052-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"E. Gordon 2013 Pinot Noir Sonoma County ( SA-14-053-A )","Wine","—","0","0","0","-","0","-","-","SA-14-053-A 1.0","-","4 w","4 w","—","SA-14-053-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sphinx 2018 Red Blend ( SA-14-054-A )","Wine","WCC","0","6","3","-","3","-","-","SA-14-054-A 1.0","-","4 w","4 w","—","SA-14-054-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Envisage North Coast Cabernet ( SA-14-055-A )","Wine","—","0","0","0","-","0","-","-","SA-14-055-A 1.0","-","4 w","4 w","—","SA-14-055-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Garden Row Paso Robles ( SA-14-056-A )","Wine","—","0","0","0","-","0","-","-","SA-14-056-A 1.0","-","4 w","4 w","—","SA-14-056-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The Path Merlot ( SA-14-057-A )","Wine","WCC","0","4","2","-","2","-","-","SA-14-057-A 1.0","-","4 w","4 w","—","SA-14-057-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Garden Row Red Blend ( SA-14-058-A )","Wine","—","0","0","0","-","0","-","-","SA-14-058-A 1.0","-","4 w","4 w","—","SA-14-058-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The Crusher Petite Sirah ( SA-14-059-A )","Wine","WCC","0","0","0","-","0","-","-","SA-14-059-A 1.0","-","4 w","4 w","—","SA-14-059-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Leese Fitch Zinfandel ( SA-14-060-A )","Wine","WCC","0","0","0","-","0","-","-","SA-14-060-A 1.0","-","4 w","4 w","—","SA-14-060-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Big Smooth Old-Vine Zinfandel ( SA-14-061-A )","Wine","WCC","0","8","4","-","4","-","-","SA-14-061-A 1.0","-","4 w","4 w","—","SA-14-061-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Giuseppe and Luigi Prosecco ( SA-14-062-A )","Wine","—","0","0","0","-","0","-","-","SA-14-062-A 1.0","-","4 w","4 w","—","SA-14-062-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"SA-14-063 ( SA-14-063 )","Wine","WCC","0","0","0","-","0","-","-","SA-14-063","-","4 w","4 w","—","SA-14-063 :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Califortune Brut Cuvee  ( SA-14-063-A )","Wine","—","0","4","2","-","2","-","-","SA-14-063-A 1.0","-","4 w","4 w","—","SA-14-063-A :   Yes","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Saber Brut  Rosé ( SA-14-064-A )","Wine","—","0","0","0","-","0","-","-","SA-14-064-A 1.0","-","4 w","4 w","—","SA-14-064-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
