"Name (SKU)","Supplier","Location","Drop Level","Total Inventory","Packed Inventory","Prelisted","Bulk Inventory","Ordered Inventory","Last Orders","SA BOMs","Popularity","Lead Time","Weeks On Hand","Case Qty","Discontinued","Core Status","Purchase Coverage Goal","Packed Coverage Goal","Buffer Settings","Carton/Sticker","Carton/Sticker Inventory","Recommended","W34 (8/16)","W35 (8/23)","W36 (8/30)","W37 (9/6)","W38 (9/13)","W39 (9/20)","W40 (9/27)","W41 (10/4)","W42 (10/11)","W43 (10/18)","W44 (10/25)","W45 (11/1)","W46 (11/8)","W47 (11/15)","W48 (11/22)","W49 (11/29)","W50 (12/6)","W51 (12/13)","W52 (12/20)","W1 (12/27)","W2 (1/3)","W3 (1/10)","W4 (1/17)","W5 (1/24)","W6 (1/31)","W7 (2/7)","W8 (2/14)","W9 (2/21)","W10 (2/28)","W11 (3/7)","W12 (3/14)","W13 (3/21)","W14 (3/28)","W15 (4/4)","W16 (4/11)","W17 (4/18)","W18 (4/25)","W19 (5/2)","W20 (5/9)","W21 (5/16)","W22 (5/23)","W23 (5/30)","W24 (6/6)","W25 (6/13)","W26 (6/20)","W27 (6/27)","W28 (7/4)","W29 (7/11)","W30 (7/18)","W31 (7/25)","W32 (8/1)","W33 (8/8)","W34 (8/15)","W35 (8/22)","W36 (8/29)","W37 (9/5)","W38 (9/12)","W39 (9/19)","W40 (9/26)","W41 (10/3)"
"Hot Cocoa Taffy Bulk ( RM-01-023-A )","Redstone","—","0 lb","0 lb","0","-","0 lb","-","-","SA-01-023-A 5.3","-","5 w","4 w","—","SA-01-023-A :   Yes","Legacy","—","—","50.0 % Week  49 - 53","L-A01-REG-22-023-XXX","482","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sour Gummy Red Colas Bulk ( RM-01-025-A )","Redstone","Englewood","0 lb","252 lb","0","-","230 lb","22 lb","P02124 7/21/26","SA-01-025-A 2.9","Candy & Snacks :  1.8 %","5 w","4 w","—","SA-01-025-A :   No","Legacy","—","—","50.0 % Week  49 - 53","L-A01-REG-22-025-XXX","1,709","231 lbs","32 lb","49 lb","39 lb","42 lb","41 lb","47 lb","57 lb","101 lb","75 lb","56 lb","64 lb","53 lb","61 lb","92 lb","73 lb","275 lb","542 lb","782 lb","535 lb","141 lb","169 lb","81 lb","59 lb","40 lb","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Heavenly Wrapped Caramels Seasalt Bulk ( RM-01-027-A )","Redstone","Englewood","0 lb","278 lb","0","-","178 lb","100 lb","P02124 7/21/26","SA-01-027-A 4.3","Candy & Snacks :  3.1 %","5 w","4 w","—","SA-01-027-A :   No","Legacy","—","—","50.0 % Week  49 - 53","L-A01-REG-22-027-XXX","1,364","300 lbs","38 lb","59 lb","47 lb","51 lb","49 lb","56 lb","68 lb","120 lb","90 lb","68 lb","77 lb","64 lb","73 lb","110 lb","88 lb","329 lb","649 lb","936 lb","640 lb","169 lb","203 lb","97 lb","71 lb","47 lb","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sour Wild Strawberries Bulk ( RM-01-031-A )","Redstone","Englewood","0 lb","196 lb","0","-","-24 lb","220 lb","P02124 7/21/26","SA-01-031-A 3.6","Candy & Snacks :  1.4 %","5 w","4 w","—","SA-01-031-A :   No","Legacy","—","—","50.0 % Week  49 - 53","L-A01-REG-22-031-XXX","2,414","110 lbs","20 lb","31 lb","25 lb","27 lb","26 lb","30 lb","36 lb","64 lb","48 lb","36 lb","41 lb","34 lb","39 lb","58 lb","47 lb","174 lb","343 lb","495 lb","339 lb","89 lb","107 lb","51 lb","37 lb","25 lb","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gummy Flamingos Bulk ( RM-01-032-A )","Redstone","Englewood","0 lb","4 lb","0","-","-76 lb","80 lb","P02124 7/21/26","SA-01-032-A 3.0","Candy & Snacks :  0.6 %","5 w","4 w","—","SA-01-032-A :   No","Legacy","—","—","50.0 % Week  49 - 53","L-A01-REG-22-032-XXX","424","156 lbs","11 lb","16 lb","13 lb","14 lb","14 lb","16 lb","19 lb","33 lb","25 lb","19 lb","21 lb","18 lb","20 lb","30 lb","24 lb","91 lb","179 lb","259 lb","177 lb","47 lb","56 lb","27 lb","20 lb","13 lb","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Champagne Bubbles Bulk ( RM-01-035-A )","Redstone","—","0 lb","0 lb","26","-","-26 lb","-","-","SA-01-035-A 2.8","-","5 w","4 w","—","SA-01-035-A :   Yes","Legacy","—","—","50.0 % Week  49 - 53","L-A01-REG-22-035-XXX","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lemon Heads Bulk ( RM-01-044-A )","Redstone","Englewood","0 lb","35 lb","0","-","35 lb","-","-","SA-01-044-A 3.8","Candy & Snacks :  0.7 %","5 w","4 w","—","SA-01-044-A :   No","Legacy","—","—","50.0 % Week  49 - 53","L-A01-REG-22-044-XXX","314","121 lbs","10 lb","16 lb","13 lb","14 lb","13 lb","15 lb","18 lb","32 lb","24 lb","18 lb","21 lb","17 lb","20 lb","30 lb","24 lb","89 lb","175 lb","252 lb","173 lb","45 lb","55 lb","26 lb","19 lb","13 lb","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sour Gummy Cherries Bulk ( RM-01-045-A )","Redstone","Englewood","0 lb","136 lb","0","-","106 lb","30 lb","P02124 7/21/26","SA-01-045-A 2.8","Candy & Snacks :  1.2 %","5 w","4 w","—","SA-01-045-A :   No","Legacy","—","—","50.0 % Week  49 - 53","L-A01-REG-22-045-XXX","9,731","225 lbs","24 lb","37 lb","29 lb","32 lb","31 lb","35 lb","43 lb","75 lb","56 lb","42 lb","48 lb","40 lb","46 lb","69 lb","55 lb","205 lb","405 lb","584 lb","400 lb","105 lb","126 lb","60 lb","44 lb","30 lb","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gumballs Bulk ( RM-01-051-A )","Redstone","Englewood","0 lb","47 lb","0","-","47 lb","-","-","SA-01-051-A 3.0","Candy & Snacks :  0.5 %","5 w","4 w","—","SA-01-051-A :   No","Legacy","—","—","50.0 % Week  49 - 53","L-A01-REG-22-051-XXX","329","97 lbs","9 lb","15 lb","12 lb","13 lb","12 lb","14 lb","17 lb","30 lb","22 lb","17 lb","19 lb","16 lb","18 lb","27 lb","22 lb","82 lb","161 lb","233 lb","159 lb","42 lb","50 lb","24 lb","18 lb","12 lb","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chicklets Bulk ( RM-01-052-A )","Redstone","—","0 lb","0 lb","0","-","0 lb","-","-","SA-01-052-A 2.6","-","5 w","4 w","—","SA-01-052-A :   Yes","Legacy","—","—","50.0 % Week  49 - 53","L-A01-REG-22-052-XXX","237","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Banana Heads Bulk ( RM-01-054-A )","Redstone","Englewood","0 lb","47 lb","0","-","17 lb","30 lb","P02124 7/21/26","SA-01-054-A 2.6","Candy & Snacks :  0.8 %","5 w","4 w","—","SA-01-054-A :   No","Legacy","—","—","50.0 % Week  49 - 53","L-A01-REG-22-054-XXX","1,317","209 lbs","17 lb","26 lb","21 lb","22 lb","22 lb","25 lb","30 lb","53 lb","40 lb","30 lb","34 lb","28 lb","32 lb","49 lb","39 lb","146 lb","288 lb","415 lb","284 lb","75 lb","90 lb","43 lb","31 lb","21 lb","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jelly Bellys 49 Flavors Bulk ( RM-01-056-A )","Redstone","Englewood","0 lb","457 lb","0","-","237 lb","220 lb","P02124 7/21/26","SA-01-056-A 2.0","Candy & Snacks :  2.1 %","5 w","4 w","—","SA-01-056-A :   No","Legacy","—","—","50.0 % Week  49 - 53","L-A01-REG-22-056-XXX","1,923","368 lbs","54 lb","84 lb","67 lb","72 lb","70 lb","80 lb","97 lb","172 lb","129 lb","96 lb","109 lb","91 lb","104 lb","157 lb","125 lb","469 lb","926 lb","1335 lb","914 lb","241 lb","289 lb","138 lb","101 lb","68 lb","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mnms Bulk ( RM-01-061-A )","Redstone","Englewood","0 lb","265 lb","0","-","115 lb","150 lb","P02124 7/21/26","SA-01-061-A 2.2","Candy & Snacks :  1.9 %","5 w","4 w","—","SA-01-061-A :   No","Legacy","—","—","50.0 % Week  49 - 53","L-A01-REG-22-061-XXX","1,295","437 lbs","46 lb","71 lb","57 lb","62 lb","60 lb","68 lb","83 lb","146 lb","110 lb","82 lb","93 lb","78 lb","89 lb","134 lb","107 lb","399 lb","788 lb","1137 lb","778 lb","205 lb","246 lb","118 lb","86 lb","58 lb","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mini Reeses Pieces Bulk ( RM-01-065-A )","Redstone","Englewood","0 lb","132 lb","0","-","7 lb","125 lb","P02124 7/21/26","SA-01-065-A 2.6","Candy & Snacks :  1.0 %","5 w","4 w","—","SA-01-065-A :   No","Legacy","—","—","50.0 % Week  49 - 53","L-A01-REG-22-065-XXX","1,110","168 lbs","20 lb","30 lb","24 lb","26 lb","25 lb","29 lb","35 lb","62 lb","47 lb","35 lb","40 lb","33 lb","38 lb","57 lb","46 lb","170 lb","336 lb","485 lb","332 lb","87 lb","105 lb","50 lb","37 lb","25 lb","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jolly Ranchers Bulk ( RM-01-071-A )","Redstone","Englewood","0 lb","0 lb","0","-","-212 lb","130 lb","P02124 7/21/26","SA-01-071-A 3.0","Candy & Snacks :  1.3 %","5 w","4 w","—","SA-01-071-A :   No","Legacy","—","—","50.0 % Week  49 - 53","L-A01-REG-22-071-XXX","-","437 lbs","23 lb","36 lb","29 lb","31 lb","30 lb","34 lb","42 lb","74 lb","55 lb","41 lb","47 lb","39 lb","45 lb","68 lb","54 lb","202 lb","399 lb","575 lb","393 lb","104 lb","124 lb","60 lb","43 lb","29 lb","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Skittles Bulk ( RM-01-073-A )","Redstone","Englewood","0 lb","245 lb","0","-","145 lb","100 lb","P02124 7/21/26","SA-01-073-A 2.4","Candy & Snacks :  1.5 %","5 w","4 w","—","SA-01-073-A :   No","Legacy","—","—","50.0 % Week  49 - 53","L-A01-REG-22-073-XXX","1,169","257 lbs","33 lb","51 lb","41 lb","44 lb","43 lb","49 lb","59 lb","105 lb","78 lb","59 lb","67 lb","55 lb","63 lb","96 lb","76 lb","285 lb","563 lb","812 lb","556 lb","146 lb","176 lb","84 lb","61 lb","41 lb","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mike N Ikes Bulk ( RM-01-079-A )","Redstone","Englewood","0 lb","196 lb","0","-","66 lb","130 lb","P02124 7/21/26","SA-01-079-A 2.4","Candy & Snacks :  0.7 %","5 w","4 w","—","SA-01-079-A :   No","Legacy","—","—","50.0 % Week  49 - 53","L-A01-REG-22-079-XXX","1,277","33 lbs","15 lb","23 lb","19 lb","20 lb","19 lb","22 lb","27 lb","48 lb","36 lb","27 lb","30 lb","25 lb","29 lb","44 lb","35 lb","130 lb","257 lb","371 lb","254 lb","67 lb","80 lb","38 lb","28 lb","19 lb","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Zotz Bulk ( RM-01-080-A )","Redstone","Englewood","0 lb","1 lb","0","-","1 lb","-","-","SA-01-080-A 5.3","Candy & Snacks :  0.5 %","5 w","4 w","—","SA-01-080-A :   No","Legacy","—","—","50.0 % Week  49 - 53","L-A01-REG-22-080-XXX","361","79 lbs","5 lb","8 lb","6 lb","7 lb","7 lb","8 lb","9 lb","17 lb","12 lb","9 lb","11 lb","9 lb","10 lb","15 lb","12 lb","45 lb","89 lb","129 lb","88 lb","23 lb","28 lb","13 lb","10 lb","7 lb","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chocolate Covered Sunflower Seeds Bulk ( RM-01-092-A )","Redstone","—","0 lb","0 lb","0","-","0 lb","-","-","SA-01-092-A 2.6","-","5 w","4 w","—","SA-01-092-A :   Yes","Legacy","—","—","50.0 % Week  49 - 53","L-A01-REG-22-092-XXX","1,620","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Slopokes Bulk ( RM-01-093-A )","Redstone","Englewood","0 lb","0 lb","0","-","0 lb","-","-","SA-01-093-A 3.4","-","5 w","4 w","—","SA-01-093-A :   Yes","Legacy","—","—","50.0 % Week  49 - 53","L-A01-REG-22-093-XXX","169","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tootsierolls Bulk ( RM-01-095-A )","Redstone","Englewood","0 lb","147 lb","0","-","77 lb","70 lb","P02124 7/21/26","SA-01-095-A 3.3","Candy & Snacks :  1.0 %","5 w","4 w","—","SA-01-095-A :   No","Legacy","—","—","50.0 % Week  49 - 53","L-A01-REG-22-095-XXX","1,207","100 lbs","16 lb","25 lb","20 lb","22 lb","21 lb","24 lb","29 lb","51 lb","38 lb","29 lb","33 lb","27 lb","31 lb","47 lb","37 lb","140 lb","277 lb","399 lb","273 lb","72 lb","86 lb","41 lb","30 lb","20 lb","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bit O Honey Bulk ( RM-01-096-A )","Redstone","Englewood","0 lb","37 lb","0","-","37 lb","-","-","SA-01-096-A 3.7","Candy & Snacks :  0.8 %","5 w","4 w","—","SA-01-096-A :   No","Legacy","—","—","50.0 % Week  49 - 53","L-A01-REG-22-096-XXX","927","136 lbs","11 lb","18 lb","14 lb","15 lb","15 lb","17 lb","20 lb","36 lb","27 lb","20 lb","23 lb","19 lb","22 lb","33 lb","26 lb","98 lb","194 lb","280 lb","192 lb","50 lb","61 lb","29 lb","21 lb","14 lb","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Fruity Tootsie Rolls Bulk ( RM-01-097-A )","Redstone","Englewood","0 lb","138 lb","0","-","58 lb","80 lb","P02124 7/21/26","SA-01-097-A 3.0","Candy & Snacks :  1.2 %","5 w","4 w","—","SA-01-097-A :   No","Legacy","—","—","50.0 % Week  49 - 53","L-A01-REG-22-097-XXX","490","196 lbs","22 lb","34 lb","27 lb","29 lb","28 lb","32 lb","39 lb","69 lb","52 lb","39 lb","44 lb","37 lb","42 lb","63 lb","51 lb","190 lb","374 lb","540 lb","369 lb","97 lb","117 lb","56 lb","41 lb","27 lb","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Peanut Mnms Bulk ( RM-01-099-A )","Redstone","Englewood","0 lb","634 lb","0","-","134 lb","500 lb","P02124 7/21/26","SA-01-099-A 2.9","Candy & Snacks :  3.1 %","5 w","4 w","—","SA-01-099-A :   No","Legacy","—","—","50.0 % Week  49 - 53","L-A01-REG-22-099-XXX","2,345","254 lbs","58 lb","90 lb","72 lb","78 lb","75 lb","86 lb","105 lb","185 lb","139 lb","104 lb","118 lb","98 lb","112 lb","169 lb","135 lb","505 lb","997 lb","1438 lb","984 lb","259 lb","311 lb","149 lb","109 lb","73 lb","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gummy Spiders Bulk ( RM-01-102-A )","Redstone","—","0 lb","0 lb","0","-","0 lb","-","-","SA-01-102-A 2.8","-","5 w","4 w","—","SA-01-102-A :   Yes","Legacy","—","—","50.0 % Week  49 - 53","L-A01-REG-22-102-XXX","613","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gummy Pumpkins Bulk ( RM-01-103-A )","Redstone","—","0 lb","380 lb","0","-","380 lb","-","-","FG-48-030-A 2.0 SA-01-103-A 2.4","-","5 w","4 w","—","FG-48-030-A :   No SA-01-103-A :   Yes","Legacy","—","—","50.0 % Week  49 - 53","L-A01-REG-22-103-XXX","852","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Caramel Apple Taffy Bulk ( RM-01-104-A )","Redstone","—","0 lb","12 lb","12","-","0 lb","-","-","SA-01-104-A 5.0","-","5 w","4 w","—","SA-01-104-A :   Yes","Legacy","—","—","50.0 % Week  49 - 53","L-A01-REG-22-104-XXX","736","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mellocreme Pumpkins Bulk ( RM-01-107-A )","Redstone","—","0 lb","0 lb","0","-","0 lb","-","-","SA-01-107-A 2.7","-","5 w","4 w","—","SA-01-107-A :   Yes","Legacy","—","—","50.0 % Week  49 - 53","L-A01-REG-22-107-XXX","346","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chocolate Marshmallows Bulk ( RM-01-108-A )","Redstone","—","0 lb","116 lb","0","-","116 lb","-","-","SA-01-108-A 3.2","-","5 w","4 w","—","SA-01-108-A :   Yes","Legacy","—","—","50.0 % Week  49 - 53","L-A01-REG-22-108-XXX","1,318","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Candy Corn Bulk ( RM-01-109-A )","Redstone","—","0 lb","150 lb","0","-","150 lb","-","-","SA-01-109-A 2.5","-","5 w","4 w","—","SA-01-109-A :   Yes","Legacy","—","—","50.0 % Week  49 - 53","L-A01-REG-22-109-XXX","2,009","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Holiday Gummy Bears Bulk ( RM-01-111-A )","Redstone","—","0 lb","1,100 lb","0","-","0 lb","1,100 lb","P02030 5/21/26","SA-01-111-A 2.5","-","5 w","4 w","—","SA-01-111-A :   Yes","Legacy","—","—","50.0 % Week  49 - 53","L-A01-REG-22-111-XXX","71","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gummy Trees & Snowmen Bulk ( RM-01-112-A )","Redstone","—","0 lb","1,450 lb","0","-","0 lb","1,450 lb","P02030 5/21/26","SA-01-112-A 3.3","-","5 w","4 w","—","SA-01-112-A :   Yes","Legacy","—","—","50.0 % Week  49 - 53","L-A01-REG-22-112-XXX","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Strawberry Licorice Candy Canes Bulk ( RM-01-114-A )","Redstone","—","0 lb","588 lb","0","-","53 lb","535 lb","P02027 5/20/26","SA-01-114-A 4.5","-","5 w","4 w","—","SA-01-114-A :   Yes","Legacy","—","—","50.0 % Week  49 - 53","L-A01-REG-22-114-XXX","495","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Candy Cane Dusted Almonds Bulk ( RM-01-117-A )","Redstone","—","0 lb","39 lb","0","-","39 lb","-","-","FG-48-036-A 2.0 SA-01-117-A 3.2","-","5 w","4 w","—","FG-48-036-A :   No SA-01-117-A :   Yes","Legacy","—","—","50.0 % Week  49 - 53","L-A01-REG-22-117-XXX","1,003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chocolate Ornaments Bulk ( RM-01-118-A )","Redstone","—","0 lb","0 lb","0","-","0 lb","-","-","SA-01-118-A 2.8","-","5 w","4 w","—","SA-01-118-A :   Yes","Legacy","—","—","50.0 % Week  49 - 53","L-A01-REG-22-118-XXX","549","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Valentines Gummy Bears Bulk ( RM-01-122-A )","Redstone","—","0 lb","0 lb","0","-","0 lb","-","-","SA-01-122-A 4.0","-","5 w","4 w","—","SA-01-122-A :   Yes","Legacy","—","—","50.0 % Week  49 - 53","L-A01-REG-22-122-XXX","1,049","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sour Gummy Hearts Bulk ( RM-01-124-A )","Redstone","—","0 lb","0 lb","0","-","0 lb","-","-","SA-01-124-A 4.0","-","5 w","4 w","—","SA-01-124-A :   Yes","Legacy","—","—","50.0 % Week  49 - 53","L-A01-REG-22-124-XXX","292","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jelly Belly Valentines Mix Bulk ( RM-01-126-A )","Redstone","—","0 lb","2 lb","12","-","-10 lb","-","-","SA-01-126-A 4.0","-","5 w","4 w","—","SA-01-126-A :   No","Legacy","—","—","50.0 % Week  49 - 53","L-A01-REG-22-126-XXX","1,617","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jelly Belly Sour Lips Bulk ( RM-01-127-A )","Redstone","—","0 lb","0 lb","0","-","0 lb","-","-","SA-01-127-A 4.0","-","5 w","4 w","—","SA-01-127-A :   Yes","Legacy","—","—","50.0 % Week  49 - 53","L-A01-REG-22-127-XXX","1,166","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Classic Jelly Beans Bulk ( RM-01-130-A )","Redstone","Englewood","0 lb","146 lb","5","-","142 lb","-","-","SA-01-130-A 2.9","-","5 w","4 w","—","SA-01-130-A :   Yes","Legacy","—","—","50.0 % Week  49 - 53","L-A01-REG-22-130-XXX","684","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Holiday Malt Balls Bulk ( RM-01-138-A )","Redstone","—","0 lb","400 lb","0","-","400 lb","-","-","SA-01-138-A 1.0","-","5 w","4 w","—","SA-01-138-A :   Yes","Legacy","—","—","50.0 % Week  49 - 53","L-A01-REG-22-138-XXX","1,051","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gummy Cola Bulk ( RM-01-139-A )","Redstone","Englewood","0 lb","111 lb","0","-","-9 lb","120 lb","P02124 7/21/26","SA-01-139-A 5.6","Candy & Snacks :  0.7 %","5 w","4 w","—","SA-01-139-A :   No","Legacy","—","—","50.0 % Week  49 - 53","L-A01-REG-22-139-XXX","1,038","0","7 lb","11 lb","9 lb","9 lb","9 lb","10 lb","13 lb","22 lb","17 lb","13 lb","14 lb","12 lb","14 lb","21 lb","16 lb","61 lb","121 lb","175 lb","120 lb","31 lb","38 lb","18 lb","13 lb","9 lb","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
